fact_id,context,claim,label,claim_type
pocket_wifi,In Giappone i turisti possono connettersi noleggiando un pocket WiFi oppure comprando una SIM o eSIM dati; il dispositivo si ritira ai banchi in aeroporto e si restituisce di frequente con una busta prepagata.,Molte stazioni e konbini giapponesi offrono WiFi gratuito.,2,neutral_hard
akihabara,"A Tokyo, il quartiere di Akihabara — regno dell'elettronica e della cultura otaku — trasforma la domenica pomeriggio la sua via principale, la Chuo-dori, in una zona pedonale chiusa alle auto.","Akihabara è il quartiere finanziario di Tokyo, privo di negozi di elettronica.",0,contradiction
jrpass,"Il Japan Rail Pass ordinario da 7 giorni costa 50000 yen e consente viaggi illimitati sulla rete JR, inclusi gli Shinkansen Hikari e Kodama, ma non è valido sui treni Nozomi e Mizuho.",Spedire una valigia con il takkyubin costa circa 2000-3000 yen.,2,neutral_easy
teamlab,"Il museo digitale teamLab Planets di Tokyo richiede l'acquisto del biglietto online con data e ora prestabilite. Il prezzo per gli adulti è di 3800 yen e si visita a piedi nudi, poiché alcune installazioni prevedono di camminare nell'acqua.",Vicino a teamLab Planets si trova il mercato del pesce di Toyosu.,2,neutral_hard
cash_japan,"Sebbene i pagamenti elettronici siano sempre più diffusi, in Giappone molti piccoli ristoranti, templi e negozi accettano solo contanti; è consigliabile avere sempre con sé alcune migliaia di yen.",Gli ATM dei konbini 7-Eleven accettano le carte estere.,2,neutral_hard
snow_monkey,"Al Jigokudani Monkey Park, nella prefettura di Nagano, si possono osservare i macachi giapponesi immergersi nelle piscine termali; il parco è raggiungibile con una camminata di circa 30 minuti nel bosco e l'ingresso costa 800 yen per gli adulti.",Al Jigokudani Monkey Park si osservano i panda giganti.,0,contradiction
ghibli_museum,"Per il Museo Ghibli di Mitaka i biglietti vanno prenotati in anticipo, non esiste biglietteria in loco. Nelle sale interne fotografie e video sono vietati.",Il Museo Ghibli non richiede alcuna prenotazione.,0,contradiction
onigiri_price,In Giappone si può mangiare spendendo poco: una ciotola di gyudon da Yoshinoya o Sukiya costa sui 500-700 yen e un ramen in un ristorante medio costa attorno ai 1000 yen.,In Giappone l'acqua al ristorante viene servita gratuitamente.,2,neutral_hard
cash_japan,"Sebbene i pagamenti elettronici siano sempre più diffusi, in Giappone molti piccoli ristoranti, templi e negozi accettano solo contanti; è consigliabile avere sempre con sé alcune migliaia di yen.",In Giappone alcuni piccoli ristoranti accettano solo contanti.,1,entailment
tsuyu,"In quasi tutto il Giappone la tsuyu, la stagione delle piogge, dura più o meno da inizio giugno a metà luglio, portando precipitazioni frequenti e umidità elevata; Hokkaido resta in buona parte fuori da questo fenomeno.",Durante la tsuyu il clima è secco e privo di piogge.,0,contradiction
pocket_wifi,Per avere internet in viaggio in Giappone si può noleggiare un pocket WiFi o acquistare una SIM/eSIM dati; il ritiro del pocket WiFi è possibile direttamente nei banchi degli aeroporti e la riconsegna avviene spesso tramite una busta prepagata.,Il pocket WiFi si può restituire solo di persona nello stesso aeroporto di ritiro.,0,contradiction
gion,"Nel quartiere di Gion a Kyoto, dal 2024 è vietato ai turisti entrare in alcuni vicoli privati; chi viola il divieto rischia una multa di 10000 yen. Le strade pubbliche principali come Hanamikoji restano accessibili.",Al tramonto è possibile incrociare maiko dirette agli appuntamenti.,2,neutral_hard
sensoji,"Il Senso-ji, nel quartiere di Asakusa a Tokyo, è il tempio più antico della città, fondato nel 645. L'ingresso al tempio è gratuito; la sala principale è aperta dalle 6:00 alle 17:00 (dalle 6:30 da ottobre a marzo).",Il grande lampione rosso del Senso-ji si trova alla porta Kaminarimon.,2,neutral_hard
chopsticks,"Nel galateo giapponese è considerato di cattivo gusto piantare le bacchette verticalmente nel riso, perché richiama i riti funebri; allo stesso modo non si deve passare il cibo da bacchette a bacchette.",In Giappone è normale avvicinare la ciotola alla bocca per mangiare il riso.,2,neutral_hard
universal_osaka,"Per entrare agli Universal Studios Japan di Osaka serve lo Studio Pass; nei giorni di maggiore affluenza l'accesso a Super Nintendo World richiede in aggiunta un biglietto a orario gratuito, ottenibile dall'app ufficiale.",Il biglietto a orario per Super Nintendo World si prenota dall'app.,1,entailment
tokyo_skytree,"Con i suoi 634 metri, la Tokyo Skytree è la torre più alta del Giappone e offre due piattaforme panoramiche: il Tembo Deck a quota 350 metri e la Tembo Galleria a 450 metri.",La Tokyo Skytree è alta 634 metri.,1,entailment
visa_italy,"I cittadini italiani possono entrare in Giappone per turismo senza visto per soggiorni fino a 90 giorni, con passaporto valido per tutta la durata del viaggio.",Per l'Italia non serve il visto turistico per il Giappone entro i 90 giorni.,1,entailment
osaka_dotonbori,"A Osaka, il quartiere di Dotonbori è celebre per le insegne al neon, tra cui il Glico Running Man, e per il cibo di strada; l'accesso è libero e la zona dà il meglio di sé la sera.",Il Japan Rail Pass non è valido sui treni Nozomi.,2,neutral_easy
luggage_forward,"Con il takkyubin, il servizio giapponese di trasporto bagagli, si possono spedire le valigie tra hotel: la consegna avviene di solito il giorno dopo e il prezzo è di circa 2000-3000 yen a valigia.",Da Ichiran si ordina tramite un distributore di biglietti.,2,neutral_easy
onigiri_price,"Mangiare in Giappone può essere economico: un pasto in una catena di gyudon come Yoshinoya o Sukiya costa circa 500-700 yen, mentre un ramen in un locale medio si aggira sui 1000 yen.",In Giappone si può mangiare in modo economico nelle catene di gyudon.,1,entailment
suica,"Suica e Pasmo sono carte prepagate valide su metro, treni e bus a Tokyo e in molte regioni del Giappone; si possono usare anche per pagare nei minimarket e ai distributori automatici.",Con la Suica si può pagare nei konbini.,1,entailment
tipping,Lasciare la mancia in Giappone non è consuetudine e nei ristoranti può addirittura mettere in imbarazzo il personale. Di norma si paga alla cassa e non al tavolo.,In Giappone non si lascia la mancia al ristorante.,1,entailment
tokyo_skytree,"La Tokyo Skytree è alta 634 metri ed è la torre più alta del Giappone; dispone di due osservatori, il Tembo Deck a 350 metri e la Tembo Galleria a 450 metri.",Il Tembo Deck si trova a 350 metri di altezza.,1,entailment
ghibli_museum,"Per il Museo Ghibli di Mitaka i biglietti vanno prenotati in anticipo, non esiste biglietteria in loco. Nelle sale interne fotografie e video sono vietati.",Filmare all'interno del Museo Ghibli non è consentito.,1,entailment
fuji_climbing,La stagione ufficiale di scalata del monte Fuji va all'incirca da inizio luglio a inizio settembre; fuori da questo periodo i sentieri e i rifugi sono in gran parte chiusi. Dal 2024 il sentiero Yoshida prevede un contributo di 2000 yen a persona.,L'accesso al sentiero Yoshida è completamente gratuito.,0,contradiction
osaka_dotonbori,"Dotonbori è il quartiere dei divertimenti di Osaka, famoso per le insegne luminose come quella del Glico Running Man e per lo street food; è più animato la sera e non prevede alcun biglietto d'ingresso.",L'accesso a Dotonbori è libero e gratuito.,1,entailment
arashiyama,"La foresta di bambù di Arashiyama, a ovest di Kyoto, è accessibile gratuitamente e sempre aperta; il momento migliore per visitarla evitando la folla è la mattina presto.",L'ingresso alla foresta di bambù di Arashiyama costa 1200 yen.,0,contradiction
visa_italy,Per motivi turistici i cittadini italiani non necessitano di visto per il Giappone fino a 90 giorni di permanenza; è richiesto un passaporto valido per l'intero soggiorno.,All'arrivo in Giappone vengono rilevate le impronte digitali dei visitatori.,2,neutral_hard
sapporo_snowfes,"Il Sapporo Snow Festival si tiene ogni anno a inizio febbraio nel parco Odori e in altre aree della città, con enormi sculture di neve e ghiaccio; l'ingresso alle aree del festival è gratuito.",Le sculture principali possono superare i dieci metri di altezza.,2,neutral_hard
osaka_dotonbori,"A Osaka, il quartiere di Dotonbori è celebre per le insegne al neon, tra cui il Glico Running Man, e per il cibo di strada; l'accesso è libero e la zona dà il meglio di sé la sera.",L'insegna del Glico Running Man si trova a Kyoto.,0,contradiction
miyajima,"Miyajima, l'isola presso Hiroshima nota per il torii 'galleggiante' di Itsukushima, si raggiunge in circa 10 minuti di traghetto da Miyajimaguchi; dal 2023 è prevista una tassa turistica di 100 yen.",Sul sentiero Yoshida si paga un contributo di 2000 yen.,2,neutral_easy
tokyo_skytree,"La Tokyo Skytree è alta 634 metri ed è la torre più alta del Giappone; dispone di due osservatori, il Tembo Deck a 350 metri e la Tembo Galleria a 450 metri.",Molti capsule hotel hanno piani separati per uomini e donne.,2,neutral_easy
onsen_tattoo,In molti onsen tradizionali giapponesi l'ingresso alle persone tatuate è ancora vietato o limitato; alcune strutture consentono l'accesso se il tatuaggio viene coperto con un cerotto. Prima di entrare in vasca è obbligatorio lavarsi accuratamente il corpo.,Il festival della neve di Sapporo si tiene anche nel parco Odori.,2,neutral_easy
momiji,"A Kyoto il momento migliore per il momiji, il foliage autunnale degli aceri, è di norma tra metà e fine novembre, con i giardini dei templi che si colorano di rosso.",Il momiji indica il foliage autunnale degli aceri.,1,entailment
capsule_hotel,"Nei capsule hotel giapponesi si dorme in capsule individuali disposte su due livelli; i bagni sono in comune, molte strutture hanno piani separati per uomini e donne e il prezzo medio per notte va da circa 3000 a 6000 yen.",I capsule hotel sono nati a Osaka alla fine degli anni Settanta.,2,neutral_hard
snow_monkey,"Al Jigokudani Monkey Park, nella prefettura di Nagano, si possono osservare i macachi giapponesi immergersi nelle piscine termali; il parco è raggiungibile con una camminata di circa 30 minuti nel bosco e l'ingresso costa 800 yen per gli adulti.",Nagano ha ospitato le Olimpiadi invernali del 1998.,2,neutral_hard
akihabara,"Akihabara, il quartiere dell'elettronica e della cultura otaku di Tokyo, la domenica pomeriggio chiude al traffico la via principale Chuo-dori, che diventa un'isola pedonale.",La Chuo-dori di Akihabara non viene mai chiusa al traffico.,0,contradiction
tsukiji,"Il mercato esterno di Tsukiji a Tokyo è attivo soprattutto al mattino: molte bancarelle aprono intorno alle 5:00 e gran parte dei negozi chiude già nel primo pomeriggio, verso le 14:00.",Le bancarelle di Tsukiji aprono alle 11:00.,0,contradiction
kinkakuji,"Il Kinkaku-ji, il celebre Padiglione d'Oro di Kyoto, è aperto tutti i giorni dalle 9:00 alle 17:00. Il biglietto d'ingresso costa 500 yen per gli adulti e 300 yen per gli studenti delle scuole elementari e medie.",Il Kinkaku-ji è visitabile ogni giorno della settimana.,1,entailment
ichiran,"Da Ichiran, nota catena di ramen, si mangia in postazioni individuali divise da pannelli; l'ordine si effettua alla macchinetta dei biglietti all'entrata e diversi locali restano aperti 24 ore su 24.",Tutti i locali Ichiran chiudono alle 15:00.,0,contradiction
jrpass,"Il Japan Rail Pass ordinario da 7 giorni costa 50000 yen e consente viaggi illimitati sulla rete JR, inclusi gli Shinkansen Hikari e Kodama, ma non è valido sui treni Nozomi e Mizuho.",Il Japan Rail Pass da 7 giorni costa 50000 yen.,1,entailment
tax_free,"In Giappone i turisti stranieri possono acquistare tax-free nei negozi aderenti per spese superiori a 5000 yen nello stesso giorno e nello stesso negozio, presentando il passaporto alla cassa.",I prodotti consumabili tax-free vengono sigillati in buste apposite.,2,neutral_hard
tsukiji,"A Tokyo il mercato esterno di Tsukiji vive di mattina: le bancarelle iniziano ad aprire verso le 5:00 e la maggior parte delle attività abbassa le serrande nel primo pomeriggio, attorno alle 14:00.",L'asta dei tonni si svolge oggi al mercato di Toyosu.,2,neutral_hard
suica,"Le carte ricaricabili Suica e Pasmo si usano su treni, metropolitane e autobus di Tokyo e in gran parte del Giappone, e permettono anche di pagare nei konbini e ai distributori automatici.",La Suica è un abbonamento mensile non ricaricabile.,0,contradiction
tsuyu,"La stagione delle piogge (tsuyu) in gran parte del Giappone va all'incirca da inizio giugno a metà luglio, con piogge frequenti e alta umidità; Hokkaido ne è in gran parte esclusa.",Da Shibuya Sky nelle giornate limpide si può vedere il monte Fuji.,2,neutral_easy
capsule_hotel,"I capsule hotel in Giappone offrono capsule singole impilate su due file, con servizi igienici condivisi; spesso i piani sono divisi per genere e una notte costa in media tra 3000 e 6000 yen.",I capsule hotel sono nati a Osaka alla fine degli anni Settanta.,2,neutral_hard
capsule_hotel,"Nei capsule hotel giapponesi si dorme in capsule individuali disposte su due livelli; i bagni sono in comune, molte strutture hanno piani separati per uomini e donne e il prezzo medio per notte va da circa 3000 a 6000 yen.",Nei capsule hotel uomini e donne condividono sempre lo stesso piano.,0,contradiction
jrpass,"Il Japan Rail Pass ordinario da 7 giorni costa 50000 yen e consente viaggi illimitati sulla rete JR, inclusi gli Shinkansen Hikari e Kodama, ma non è valido sui treni Nozomi e Mizuho.",Con il Japan Rail Pass si può salire sugli Shinkansen Hikari.,1,entailment
narita_express,Il Narita Express (N'EX) collega l'aeroporto di Narita alla stazione di Tokyo in circa 60 minuti; il biglietto di sola andata costa circa 3070 yen e tutti i posti sono a prenotazione obbligatoria.,Con alcuni pass turistici il Narita Express è incluso nel prezzo.,2,neutral_hard
universal_osaka,"Per entrare agli Universal Studios Japan di Osaka serve lo Studio Pass; nei giorni di maggiore affluenza l'accesso a Super Nintendo World richiede in aggiunta un biglietto a orario gratuito, ottenibile dall'app ufficiale.",Il parco si raggiunge con la stazione Universal City della linea JR Yumesaki.,2,neutral_hard
teamlab,Per visitare teamLab Planets a Tokyo bisogna comprare online un biglietto con fascia oraria; un adulto paga 3800 yen. Il percorso si affronta scalzi perché in alcune sale si cammina nell'acqua.,Il Senso-ji è il tempio più antico di Tokyo.,2,neutral_easy
kinkakuji,"Il Padiglione d'Oro (Kinkaku-ji) di Kyoto accoglie i visitatori ogni giorno dalle 9:00 alle 17:00; l'ingresso per gli adulti costa 500 yen, mentre per gli studenti di elementari e medie il prezzo è di 300 yen.",L'ingresso al Padiglione d'Oro di Kyoto è gratuito.,0,contradiction
plug_voltage,"Le prese giapponesi sono di tipo A, a due lamelle piatte, con corrente a 100 volt: chi arriva dall'Europa deve munirsi di un adattatore.",Molti locali giapponesi mettono a disposizione anche forchette su richiesta.,2,neutral_easy
todaiji,"A Nara, il Todai-ji ospita il Daibutsu, il Grande Buddha in bronzo di circa 15 metri di altezza; per accedere alla Sala del Grande Buddha gli adulti pagano 800 yen.",L'ingresso al Todai-ji è gratuito per gli adulti.,0,contradiction
sensoji,"Il Senso-ji, nel quartiere di Asakusa a Tokyo, è il tempio più antico della città, fondato nel 645. L'ingresso al tempio è gratuito; la sala principale è aperta dalle 6:00 alle 17:00 (dalle 6:30 da ottobre a marzo).",In inverno la sala principale del Senso-ji apre alle 6:30.,1,entailment
tokyo_skytree,"Con i suoi 634 metri, la Tokyo Skytree è la torre più alta del Giappone e offre due piattaforme panoramiche: il Tembo Deck a quota 350 metri e la Tembo Galleria a 450 metri.",Il Tembo Deck si trova a 350 metri di altezza.,1,entailment
visa_italy,Per motivi turistici i cittadini italiani non necessitano di visto per il Giappone fino a 90 giorni di permanenza; è richiesto un passaporto valido per l'intero soggiorno.,Un turista italiano può stare in Giappone fino a 90 giorni senza visto.,1,entailment
sapporo_snowfes,"Ogni anno, ai primi di febbraio, Sapporo ospita lo Snow Festival: nel parco Odori e in altre zone vengono esposte gigantesche sculture di neve e ghiaccio e l'accesso alle aree è gratuito.",Per entrare alle aree del festival della neve si paga un biglietto di 4000 yen.,0,contradiction
sakura,La stagione dei sakura a Tokyo e Kyoto cade solitamente tra fine marzo e i primi di aprile; il picco della fioritura dura all'incirca una settimana.,In Giappone molti locali offrono acqua o tè gratuitamente.,2,neutral_easy
teamlab,"Il museo digitale teamLab Planets di Tokyo richiede l'acquisto del biglietto online con data e ora prestabilite. Il prezzo per gli adulti è di 3800 yen e si visita a piedi nudi, poiché alcune installazioni prevedono di camminare nell'acqua.",Il biglietto per teamLab Planets costa 1000 yen per gli adulti.,0,contradiction
taxi_japan,"Nei taxi giapponesi le portiere posteriori si aprono e si chiudono automaticamente, comandate dall'autista. Non è consuetudine lasciare la mancia e la tariffa base a Tokyo parte da circa 500 yen.",In Giappone non si lascia la mancia al tassista.,1,entailment
momiji,"A Kyoto il momento migliore per il momiji, il foliage autunnale degli aceri, è di norma tra metà e fine novembre, con i giardini dei templi che si colorano di rosso.","Un'altra settimana molto affollata è l'Obon, a metà agosto.",2,neutral_easy
akihabara,"Akihabara, il quartiere dell'elettronica e della cultura otaku di Tokyo, la domenica pomeriggio chiude al traffico la via principale Chuo-dori, che diventa un'isola pedonale.",Akihabara è il quartiere dell'elettronica di Tokyo.,1,entailment
jrpass,"Con 50000 yen si acquista il Japan Rail Pass ordinario di 7 giorni, che permette di viaggiare senza limiti sui treni JR e sugli Shinkansen Hikari e Kodama; restano esclusi i Nozomi e i Mizuho.",Il Japan Rail Pass può essere acquistato anche online sul sito ufficiale.,2,neutral_hard
konbini,"I konbini giapponesi come 7-Eleven, Lawson e FamilyMart sono aperti 24 ore su 24 e offrono cibo pronto, bevande, prelievo bancomat e servizi come la stampa di documenti e il pagamento delle bollette.",Il Grande Buddha del Todai-ji si trova vicino al parco di Nara.,2,neutral_easy
himeji,"Patrimonio dell'umanità UNESCO, il castello di Himeji si visita dalle 9:00 alle 17:00 con ultimo accesso alle 16:00; gli adulti pagano 1000 yen e il castello chiude soltanto il 29 e il 30 dicembre.",Nei giorni affollati Super Nintendo World richiede un biglietto a orario.,2,neutral_easy
momiji,"Il foliage autunnale (momiji) a Kyoto raggiunge tipicamente il picco tra la metà e la fine di novembre, quando gli aceri si tingono di rosso nei giardini dei templi.",Il foliage a Kyoto raggiunge il massimo a febbraio.,0,contradiction
plug_voltage,"Le prese giapponesi sono di tipo A, a due lamelle piatte, con corrente a 100 volt: chi arriva dall'Europa deve munirsi di un adattatore.",Molti hotel giapponesi mettono a disposizione prese USB accanto al letto.,2,neutral_hard
capsule_hotel,"Nei capsule hotel giapponesi si dorme in capsule individuali disposte su due livelli; i bagni sono in comune, molte strutture hanno piani separati per uomini e donne e il prezzo medio per notte va da circa 3000 a 6000 yen.",Una notte in capsule hotel costa in media 50000 yen.,0,contradiction
shinkansen_tokyo_kyoto,Lo Shinkansen Nozomi collega Tokyo a Kyoto in circa 2 ore e 15 minuti. Un biglietto di sola andata con posto riservato costa circa 14000 yen.,Il biglietto del Nozomi da Tokyo a Kyoto costa circa 3000 yen.,0,contradiction
taxi_japan,"Nei taxi giapponesi le portiere posteriori si aprono e si chiudono automaticamente, comandate dall'autista. Non è consuetudine lasciare la mancia e la tariffa base a Tokyo parte da circa 500 yen.",Le portiere posteriori dei taxi giapponesi si aprono automaticamente.,1,entailment
shibuya_sky,"Shibuya Sky è la terrazza panoramica in cima allo Shibuya Scramble Square, al 47° piano, 229 metri sopra la città. Gli orari di apertura vanno dalle 10:00 alle 22:30 e l'ultimo ingresso è consentito alle 21:20.",Shibuya Sky chiude alle 18:00.,0,contradiction
sapporo_snowfes,"Il Sapporo Snow Festival si tiene ogni anno a inizio febbraio nel parco Odori e in altre aree della città, con enormi sculture di neve e ghiaccio; l'ingresso alle aree del festival è gratuito.",Il festival della neve di Sapporo si svolge a Okinawa.,0,contradiction
shoes_off,"Entrando in una casa giapponese, in un ryokan o in molti templi bisogna togliersi le scarpe nel genkan, l'area di ingresso, dove di solito sono disponibili pantofole per l'interno.",Nei ryokan è vietato togliersi le scarpe.,0,contradiction
osaka_dotonbori,"A Osaka, il quartiere di Dotonbori è celebre per le insegne al neon, tra cui il Glico Running Man, e per il cibo di strada; l'accesso è libero e la zona dà il meglio di sé la sera.",Dotonbori è particolarmente animato la sera.,1,entailment
tsukiji,"Il mercato esterno di Tsukiji a Tokyo è attivo soprattutto al mattino: molte bancarelle aprono intorno alle 5:00 e gran parte dei negozi chiude già nel primo pomeriggio, verso le 14:00.",Piantare le bacchette verticalmente nel riso è considerato maleducato in Giappone.,2,neutral_easy
sensoji,"Fondato nel 645, il Senso-ji di Asakusa è il tempio più antico di Tokyo. Non si paga alcun biglietto e la sala principale apre alle 6:00 (6:30 nei mesi da ottobre a marzo) e chiude alle 17:00.",In inverno la sala principale del Senso-ji apre alle 6:30.,1,entailment
shibuya_sky,"L'osservatorio Shibuya Sky si trova al 47° piano del grattacielo Shibuya Scramble Square, a 229 metri di altezza. È aperto dalle 10:00 alle 22:30, con ultimo ingresso alle 21:20.",Shibuya Sky chiude alle 18:00.,0,contradiction
todaiji,"Il tempio Todai-ji di Nara custodisce il Grande Buddha, una statua in bronzo alta circa 15 metri. L'ingresso alla Sala del Grande Buddha costa 800 yen per gli adulti.",La sala principale del Todai-ji è uno degli edifici in legno più grandi al mondo.,2,neutral_hard
todaiji,"A Nara, il Todai-ji ospita il Daibutsu, il Grande Buddha in bronzo di circa 15 metri di altezza; per accedere alla Sala del Grande Buddha gli adulti pagano 800 yen.",Una colonna del Todai-ji ha un foro che i visitatori provano ad attraversare.,2,neutral_hard
arashiyama,"Ad Arashiyama, nella zona ovest di Kyoto, il sentiero nella foresta di bambù è gratuito e aperto a qualsiasi ora; per trovare poca gente conviene andarci al mattino presto.","Ad Arashiyama si trova anche il tempio Tenryu-ji, patrimonio UNESCO.",2,neutral_hard
sensoji,"Il Senso-ji, nel quartiere di Asakusa a Tokyo, è il tempio più antico della città, fondato nel 645. L'ingresso al tempio è gratuito; la sala principale è aperta dalle 6:00 alle 17:00 (dalle 6:30 da ottobre a marzo).",La sala principale del Senso-ji resta aperta fino a mezzanotte.,0,contradiction
osaka_dotonbori,"A Osaka, il quartiere di Dotonbori è celebre per le insegne al neon, tra cui il Glico Running Man, e per il cibo di strada; l'accesso è libero e la zona dà il meglio di sé la sera.",Per entrare a Dotonbori si paga un biglietto di 500 yen.,0,contradiction
tsuyu,"La stagione delle piogge (tsuyu) in gran parte del Giappone va all'incirca da inizio giugno a metà luglio, con piogge frequenti e alta umidità; Hokkaido ne è in gran parte esclusa.",Hokkaido è la regione più colpita dalla tsuyu.,0,contradiction
konbini,"I konbini giapponesi come 7-Eleven, Lawson e FamilyMart sono aperti 24 ore su 24 e offrono cibo pronto, bevande, prelievo bancomat e servizi come la stampa di documenti e il pagamento delle bollette.",Molti konbini scaldano i piatti pronti alla cassa su richiesta.,2,neutral_hard
golden_week,"Tra fine aprile e inizio maggio si concentra la Golden Week, il periodo di festività nazionali giapponesi: trasporti e alloggi risultano molto affollati e le tariffe aumentano in modo marcato.",La via Hanamikoji resta accessibile ai visitatori.,2,neutral_easy
train_etiquette,Sui treni e sulle metropolitane giapponesi è buona norma non parlare al telefono e tenere la suoneria in modalità silenziosa; nelle ore di punta alcune linee dispongono di carrozze riservate alle donne.,Mangiare è generalmente accettato sui treni a lunga percorrenza come lo Shinkansen.,2,neutral_hard
sakura,"A Tokyo e Kyoto la fioritura dei ciliegi (sakura) avviene in genere tra la fine di marzo e l'inizio di aprile, con una piena fioritura che dura circa una settimana.",Il parco di Ueno è uno dei luoghi più famosi per ammirare i ciliegi a Tokyo.,2,neutral_hard
arashiyama,"La foresta di bambù di Arashiyama, a ovest di Kyoto, è accessibile gratuitamente e sempre aperta; il momento migliore per visitarla evitando la folla è la mattina presto.",La foresta di bambù di Arashiyama è gratuita.,1,entailment
shibuya_sky,"L'osservatorio Shibuya Sky si trova al 47° piano del grattacielo Shibuya Scramble Square, a 229 metri di altezza. È aperto dalle 10:00 alle 22:30, con ultimo ingresso alle 21:20.",L'osservatorio Shibuya Sky è al 47° piano dello Shibuya Scramble Square.,1,entailment
shibuya_sky,"L'osservatorio Shibuya Sky si trova al 47° piano del grattacielo Shibuya Scramble Square, a 229 metri di altezza. È aperto dalle 10:00 alle 22:30, con ultimo ingresso alle 21:20.",Shibuya Sky si trova a 229 metri di altezza.,1,entailment
shinkansen_tokyo_kyoto,Lo Shinkansen Nozomi collega Tokyo a Kyoto in circa 2 ore e 15 minuti. Un biglietto di sola andata con posto riservato costa circa 14000 yen.,Il Nozomi è un treno che collega Tokyo e Kyoto.,1,entailment
konbini,"I konbini giapponesi come 7-Eleven, Lawson e FamilyMart sono aperti 24 ore su 24 e offrono cibo pronto, bevande, prelievo bancomat e servizi come la stampa di documenti e il pagamento delle bollette.",Nei konbini giapponesi sono disponibili sportelli bancomat.,1,entailment
onigiri_price,"Mangiare in Giappone può essere economico: un pasto in una catena di gyudon come Yoshinoya o Sukiya costa circa 500-700 yen, mentre un ramen in un locale medio si aggira sui 1000 yen.",In Giappone è impossibile mangiare con meno di 5000 yen a pasto.,0,contradiction
capsule_hotel,"I capsule hotel in Giappone offrono capsule singole impilate su due file, con servizi igienici condivisi; spesso i piani sono divisi per genere e una notte costa in media tra 3000 e 6000 yen.",Una notte in capsule hotel costa in media tra 3000 e 6000 yen.,1,entailment
snow_monkey,Nel Jigokudani Monkey Park (prefettura di Nagano) i macachi giapponesi fanno il bagno nelle vasche termali; per arrivarci si cammina circa mezz'ora nel bosco e il biglietto per gli adulti è di 800 yen.,Al Jigokudani Monkey Park i macachi si immergono nelle acque termali.,1,entailment
narita_express,"Dall'aeroporto di Narita alla stazione di Tokyo, il Narita Express impiega circa un'ora e costa circa 3070 yen a tratta; la prenotazione del posto è obbligatoria per tutti i passeggeri.",Il Narita Express costa circa 300 yen a tratta.,0,contradiction
tsuyu,"In quasi tutto il Giappone la tsuyu, la stagione delle piogge, dura più o meno da inizio giugno a metà luglio, portando precipitazioni frequenti e umidità elevata; Hokkaido resta in buona parte fuori da questo fenomeno.",Hokkaido è in gran parte esclusa dalla stagione delle piogge.,1,entailment
luggage_forward,"Con il takkyubin, il servizio giapponese di trasporto bagagli, si possono spedire le valigie tra hotel: la consegna avviene di solito il giorno dopo e il prezzo è di circa 2000-3000 yen a valigia.",Yamato Transport è uno dei principali operatori di takkyubin.,2,neutral_hard
luggage_forward,"Con il takkyubin, il servizio giapponese di trasporto bagagli, si possono spedire le valigie tra hotel: la consegna avviene di solito il giorno dopo e il prezzo è di circa 2000-3000 yen a valigia.",Spedire una valigia con il takkyubin costa circa 2000-3000 yen.,1,entailment
osaka_dotonbori,"Dotonbori è il quartiere dei divertimenti di Osaka, famoso per le insegne luminose come quella del Glico Running Man e per lo street food; è più animato la sera e non prevede alcun biglietto d'ingresso.","A Dotonbori si possono assaggiare i takoyaki, polpette di polpo.",2,neutral_hard
himeji,"Patrimonio dell'umanità UNESCO, il castello di Himeji si visita dalle 9:00 alle 17:00 con ultimo accesso alle 16:00; gli adulti pagano 1000 yen e il castello chiude soltanto il 29 e il 30 dicembre.",Il castello di Himeji è chiuso ogni lunedì.,0,contradiction
golden_week,"Tra fine aprile e inizio maggio si concentra la Golden Week, il periodo di festività nazionali giapponesi: trasporti e alloggi risultano molto affollati e le tariffe aumentano in modo marcato.","Un'altra settimana molto affollata è l'Obon, a metà agosto.",2,neutral_hard
suica,"Le carte ricaricabili Suica e Pasmo si usano su treni, metropolitane e autobus di Tokyo e in gran parte del Giappone, e permettono anche di pagare nei konbini e ai distributori automatici.",La Suica può essere aggiunta al wallet dello smartphone.,2,neutral_hard
akihabara,"A Tokyo, il quartiere di Akihabara — regno dell'elettronica e della cultura otaku — trasforma la domenica pomeriggio la sua via principale, la Chuo-dori, in una zona pedonale chiusa alle auto.",Ad Akihabara si trovano numerose sale giochi su più piani.,2,neutral_hard
arashiyama,"Ad Arashiyama, nella zona ovest di Kyoto, il sentiero nella foresta di bambù è gratuito e aperto a qualsiasi ora; per trovare poca gente conviene andarci al mattino presto.",Al mattino presto la foresta di bambù è meno affollata.,1,entailment
onsen_tattoo,"Numerosi onsen tradizionali in Giappone vietano o limitano l'ingresso a chi ha tatuaggi, anche se alcune strutture li accettano se coperti con un apposito cerotto. È inoltre obbligatorio lavarsi bene il corpo prima di immergersi.",Alcuni onsen accettano i tatuaggi se coperti con un cerotto.,1,entailment
narita_express,"Dall'aeroporto di Narita alla stazione di Tokyo, il Narita Express impiega circa un'ora e costa circa 3070 yen a tratta; la prenotazione del posto è obbligatoria per tutti i passeggeri.",Il Narita Express impiega circa un'ora per arrivare alla stazione di Tokyo.,1,entailment
cash_japan,"In Giappone il contante resta importante: nonostante la diffusione dei pagamenti digitali, parecchi piccoli ristoranti, templi e botteghe accettano soltanto contanti, quindi conviene portare con sé qualche migliaio di yen.",In Giappone ogni negozio e tempio accetta la carta di credito.,0,contradiction
